tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres
tt0109506	movie	the crow	the crow	0	1994	\n	102	action|romance|thriller
tt0109508	movie	crumb	crumb	0	1994	\n	119	documentary
tt0109520	movie	d2: the mighty ducks	d2: the mighty ducks	0	1994	\n	106	children|comedy
tt0109578	movie	death wish v: the face of death	death wish v: the face of death	0	1994	\n	95	action|drama
tt0109579	movie	death and the maiden	death and the maiden	0	1994	\n	103	drama|thriller
tt0109592	movie	cemetery man	dellamorte dellamore	0	1994	\n	105	comedy|horror
tt0109593	movie	delta of venus	delta of venus	0	1995	\n	102	drama
tt0109635	movie	disclosure	disclosure	0	1994	\n	128	drama|thriller
tt0109642	movie	dolores claiborne	dolores claiborne	0	1995	\n	132	drama|thriller
tt0109655	movie	double happiness	double happiness	0	1994	\n	87	drama
tt0109676	movie	drop zone	drop zone	0	1994	\n	101	action
tt0109686	movie	dumb and dumber	dumb and dumber	0	1994	\n	107	comedy
tt0109688	movie	ashes of time	dung che sai duk	0	1994	\n	100	drama
tt0109707	movie	ed wood	ed wood	0	1994	\n	127	comedy|drama
tt0109729	movie	the endless summer 2	the endless summer 2	0	1994	\n	109	documentary
tt0109731	movie	l'enfer	l'enfer	0	1994	\n	102	drama
tt0109751	movie	under the domim tree	etz hadomim tafus	0	1994	\n	102	drama
tt0109758	movie	exit to eden	exit to eden	0	1994	\n	113	comedy
tt0109759	movie	exotica	exotica	0	1994	\n	103	drama
tt0109771	movie	farinelli	farinelli	0	1994	\n	111	drama|musical
tt0109781	movie	lesson faust	faust	0	1994	\n	97	animation|comedy|thriller
tt0109783	movie	the favor	the favor	0	1994	\n	97	comedy|romance
tt0109785	movie	federal hill	federal hill	0	1994	\n	97	drama
tt0109813	movie	the flintstones	the flintstones	0	1994	\n	91	children|comedy
tt0109823	movie	for the moment	for the moment	0	1993	\n	120	romance|war
tt0109828	movie	foreign student	foreign student	0	1994	\n	90	drama
tt0109830	movie	forrest gump	forrest gump	0	1994	\n	142	comedy|romance|war
tt0109831	movie	four weddings and a funeral	four weddings and a funeral	0	1994	\n	117	comedy|romance
tt0109836	movie	mary shelley's frankenstein	mary shelley's frankenstein	0	1994	\n	123	drama|horror
tt0109842	movie	fresh	fresh	0	1994	\n	114	drama
tt0109890	movie	the getaway	the getaway	0	1994	\n	115	action
tt0109891	movie	getting even with dad	getting even with dad	0	1994	\n	109	comedy
tt0109906	movie	the glass shield	the glass shield	0	1994	\n	109	crime|drama
tt0109913	movie	go fish	go fish	0	1994	\n	83	drama|romance
tt0109920	movie	a good man in africa	a good man in africa	0	1994	\n	94	action|adventure
tt0109934	movie	a great day in harlem	a great day in harlem	0	1994	\n	60	documentary
tt0109942	movie	dead tired	grosse fatigue	0	1994	\n	92	comedy
tt0109949	movie	guantanamera	guantanamera	0	1995	\n	105	comedy
tt0109950	video	guardian angel	guardian angel	0	1994	\n	97	action|drama|thriller
tt0110005	movie	heavenly creatures	heavenly creatures	0	1994	\n	99	drama|fantasy|romance|thriller
tt0110006	movie	heavy weights	heavy weights	0	1995	\n	100	children|comedy
tt0110027	movie	highlander: the final dimension	highlander iii: the sorcerer	0	1994	\n	99	action|sci-fi
tt0110057	movie	hoop dreams	hoop dreams	0	1994	\n	170	documentary
tt0110061	video	hostile intentions	hostile intentions	0	1995	\n	90	action|drama|thriller
tt0110064	movie	house party 3	house party 3	0	1994	\n	100	comedy
tt0110066	movie	houseguest	houseguest	0	1995	\n	113	comedy
tt0110074	movie	the hudsucker proxy	the hudsucker proxy	0	1994	\n	111	comedy|romance
tt0110081	movie	to live	huo zhe	0	1994	\n	133	drama
tt0110091	movie	i like it like that	i like it like that	0	1994	\n	104	comedy|drama|romance
tt0110093	movie	i love trouble	i love trouble	0	1994	\n	123	action|comedy
tt0110097	movie	i'll do anything	i'll do anything	0	1994	\n	115	comedy|drama
tt0110099	movie	i.q.	i.q.	0	1994	\n	100	comedy|romance
tt0110116	movie	immortal beloved	immortal beloved	0	1994	\n	121	drama|romance
tt0110123	movie	in the army now	in the army now	0	1994	\n	91	comedy|war
tt0110137	movie	the inkwell	the inkwell	0	1994	\n	110	comedy|drama
tt0110148	movie	interview with the vampire: the vampire chronicles	interview with the vampire: the vampire chronicles	0	1994	\n	123	drama|horror
tt0110167	movie	it could happen to you	it could happen to you	0	1994	\n	101	drama|romance
tt0110171	movie	i can't sleep	j'ai pas sommeil	0	1994	\n	110	drama|thriller
tt0110173	movie	jlg/jlg: self-portrait in december	jlg/jlg - autoportrait de décembre	0	1994	\n	62	documentary|drama
tt0110186	movie	jason's lyric	jason's lyric	0	1994	\n	119	crime|drama
tt0110189	movie	the jerky boys	the jerky boys	0	1995	\n	82	comedy
tt0110197	movie	jimmy hollywood	jimmy hollywood	0	1994	\n	112	comedy
tt0110213	movie	the jungle book	the jungle book	0	1994	\n	111	adventure|children|romance
tt0110216	movie	junior	junior	0	1994	\n	109	comedy|sci-fi
tt0110217	movie	jupiter's wife	jupiter's wife	0	1995	\n	87	documentary
tt0110246	movie	kaspar hauser	kaspar hauser	0	1993	\n	139	drama
tt0110251	movie	nobody loves me	keiner liebt mich	0	1994	\n	104	comedy|drama
tt0110259	movie	killer	killer	0	1994	\n	95	thriller
tt0110265	movie	killing zoe	killing zoe	0	1993	\n	96	thriller
tt0110296	movie	ladybird ladybird	ladybird ladybird	0	1994	\n	101	drama
tt0110299	movie	lamerica	lamerica	0	1994	\n	116	drama
tt0110305	movie	lassie	lassie	0	1994	\n	94	adventure|children
tt0110322	movie	legends of the fall	legends of the fall	0	1994	\n	133	drama|romance|war|western
tt0110353	movie	lightning jack	lightning jack	0	1994	\n	98	comedy|western
tt0110357	movie	the lion king	the lion king	0	1994	\n	88	animation|children|musical
tt0110363	movie	little big league	little big league	0	1994	\n	119	children|comedy
tt0110365	movie	little odessa	little odessa	0	1994	\n	98	drama
tt0110366	movie	the little rascals	the little rascals	0	1994	\n	82	children|comedy
tt0110367	movie	little women	little women	0	1994	\n	115	drama
tt0110374	movie	loaded	loaded	0	1994	\n	108	drama|thriller
tt0110391	movie	love affair	love affair	0	1994	\n	108	drama|romance
tt0110395	movie	love and a .45	love and a .45	0	1994	\n	101	thriller
tt0110399	movie	a low down dirty shame	a low down dirty shame	0	1994	\n	100	action|comedy
tt0110413	movie	léon: the professional	léon	0	1994	\n	110	crime|drama|romance|thriller
tt0110425	movie	la machine	la machine	0	1994	\n	96	comedy|horror
tt0110428	movie	the madness of king george	the madness of king george	0	1994	\n	104	drama
tt0110443	movie	major payne	major payne	0	1995	\n	95	comedy
tt0110455	movie	a man of no importance	a man of no importance	0	1994	\n	99	drama
tt0110475	movie	the mask	the mask	0	1994	\n	101	comedy|crime|fantasy
tt0110478	movie	maverick	maverick	0	1994	\n	127	action|comedy|western
tt0110480	movie	maya lin: a strong clear vision	maya lin: a strong clear vision	0	1994	\n	105	documentary
tt0110516	movie	milk money	milk money	0	1994	\n	110	comedy|romance
tt0110521	movie	mina tannenbaum	mina tannenbaum	0	1994	\n	128	drama
tt0110527	movie	miracle on 34th street	miracle on 34th street	0	1994	\n	114	drama
tt0110538	movie	mixed nuts	mixed nuts	0	1994	\n	97	comedy
tt0110570	movie	the monster	il mostro	0	1994	\n	112	comedy
tt0110588	movie	mrs. parker and the vicious circle	mrs. parker and the vicious circle	0	1994	\n	125	drama
tt0110598	movie	muriel's wedding	muriel's wedding	0	1994	\n	106	comedy|romance
tt0110604	movie	mute witness	mute witness	0	1995	\n	95	thriller
tt0110620	movie	nadja	nadja	0	1994	\n	93	drama
tt0110622	movie	naked gun 33 1/3: the final insult	naked gun 33 1/3: the final insult	0	1994	\n	83	comedy
tt0110623	movie	naked in new york	naked in new york	0	1993	\n	95	comedy|romance
tt0110629	video	last resort	last resort	0	1994	\n	90	comedy
tt0110632	movie	natural born killers	natural born killers	0	1994	\n	118	action|thriller
tt0110638	movie	nell	nell	0	1994	\n	112	drama
tt0110647	movie	the neverending story iii	die unendliche geschichte iii: rettung aus phantasien	0	1994	\n	95	adventure|children|fantasy
tt0110649	movie	the new age	the new age	0	1994	\n	112	drama
tt0110657	movie	the next karate kid	the next karate kid	0	1994	\n	107	action|children
tt0110671	movie	nina takes a lover	nina takes a lover	0	1994	\n	100	comedy|romance
tt0110678	movie	no escape	no escape	0	1994	\n	118	action|sci-fi
tt0110684	movie	nobody's fool	nobody's fool	0	1994	\n	110	drama
tt0110687	movie	north	north	0	1994	\n	87	comedy
tt0110693	movie	nothing to lose	nothing to lose	0	1994	\n	\n	drama
tt0110712	movie	of love and shadows	of love and shadows	0	1994	\n	103	drama
tt0110719	movie	window to paris	okno v parizh	0	1993	\n	87	comedy
tt0110729	movie	once were warriors	once were warriors	0	1994	\n	102	crime|drama
tt0110737	movie	only you	only you	0	1994	\n	115	comedy|romance
tt0110763	movie	the pagemaster	the pagemaster	0	1994	\n	80	action|adventure|animation|children|fantasy
tt0110769	movie	red firecracker, green firecracker	pao da shuang deng	0	1994	\n	111	drama
tt0110771	movie	the paper	the paper	0	1994	\n	112	comedy|drama
tt0110823	movie	phantasm iii: lord of the dead	phantasm iii: lord of the dead	0	1994	\n	91	horror
tt0110877	movie	il postino	il postino	0	1994	\n	108	drama|romance
tt0110882	movie	before the rain	before the rain	0	1994	\n	113	drama
tt0110889	movie	priest	priest	0	1994	\n	105	drama
tt0110892	movie	princess caraboo	princess caraboo	0	1994	\n	97	drama
tt0110907	movie	ready to wear	prêt-à-porter	0	1994	\n	133	comedy
tt0110912	movie	pulp fiction	pulp fiction	0	1994	\n	154	crime|drama
tt0110916	video	puppet master 5	puppet master 5	0	1994	\n	82	horror|sci-fi|thriller
tt0110932	movie	quiz show	quiz show	0	1994	\n	133	drama
tt0110939	movie	radioland murders	radioland murders	0	1994	\n	108	comedy|mystery|romance
tt0110950	movie	reality bites	reality bites	0	1994	\n	99	comedy|drama
tt0110955	movie	the ref	the ref	0	1994	\n	96	comedy
tt0110963	movie	queen margot	la reine margot	0	1994	\n	159	drama|romance
tt0110965	movie	relative fear	relative fear	0	1994	\n	94	horror|thriller
tt0110971	movie	renaissance man	renaissance man	0	1994	\n	128	comedy|drama|war
tt0110978	movie	texas chainsaw massacre: the next generation	the return of the texas chainsaw massacre	0	1994	\n	95	horror
tt0110989	movie	ri¢hie ri¢h	ri¢hie ri¢h	0	1994	\n	95	children|comedy
tt0110997	movie	the river wild	the river wild	0	1994	\n	111	action|thriller
tt0111001	movie	the road to wellville	the road to wellville	0	1994	\n	118	comedy
tt0111003	movie	the puppet masters	the puppet masters	0	1994	\n	109	horror|sci-fi
tt0111019	movie	wild reeds	les roseaux sauvages	0	1994	\n	110	drama
tt0111048	movie	s.f.w.	s.f.w.	0	1994	\n	96	drama
tt0111054	movie	safe passage	safe passage	0	1994	\n	98	drama
tt0111055	movie	the silences of the palace	samt el qusur	0	1994	\n	127	drama
tt0111070	movie	the santa clause	the santa clause	0	1994	\n	97	children|comedy|fantasy
tt0111094	movie	the scout	the scout	0	1994	\n	101	drama
tt0111102	movie	second best	second best	0	1994	\n	105	drama
tt0111112	movie	the secret of roan inish	the secret of roan inish	0	1994	\n	103	drama
tt0111127	movie	serial mom	serial mom	0	1994	\n	95	comedy|crime|horror
tt0111143	movie	the shadow	the shadow	0	1994	\n	108	action
tt0111149	movie	shallow grave	shallow grave	0	1994	\n	89	thriller
tt0111161	movie	the shawshank redemption	the shawshank redemption	0	1994	\n	142	drama
tt0111173	movie	shopping	shopping	0	1994	\n	105	action|thriller
tt0111180	movie	midnight dancers	sibak	0	1994	\n	100	comedy|drama
tt0111187	movie	silent fall	silent fall	0	1994	\n	101	drama|thriller
tt0111194	movie	a simple twist of fate	a simple twist of fate	0	1994	\n	106	drama
tt0111201	movie	sirens	sirens	0	1994	\n	98	comedy|drama
tt0111237	movie	somebody to love	somebody to love	0	1994	\n	102	drama
tt0111252	movie	spanking the monkey	spanking the monkey	0	1994	\n	100	comedy|drama
tt0111255	movie	the specialist	the specialist	0	1994	\n	110	action
tt0111256	movie	speechless	speechless	0	1994	\n	99	comedy|romance
tt0111257	movie	speed	speed	0	1994	\n	116	action|romance|thriller
tt0111271	movie	squanto: a warrior's tale	squanto: a warrior's tale	0	1994	\n	102	adventure|drama
tt0111280	movie	star trek: generations	star trek: generations	0	1994	\n	118	action|adventure|sci-fi
tt0111282	movie	stargate	stargate	0	1994	\n	116	action|adventure|sci-fi
tt0111301	movie	street fighter	street fighter	0	1994	\n	102	action
tt0111309	movie	the sum of us	the sum of us	0	1994	\n	100	comedy
tt0111323	movie	surviving the game	surviving the game	0	1994	\n	96	action|adventure|thriller
tt0111333	movie	the swan princess	the swan princess	0	1994	\n	90	animation|children
tt0111342	movie	la séparation	la séparation	0	1994	\n	88	drama
tt0111357	movie	talking about sex	talking about sex	0	1994	\n	87	comedy|drama
tt0111359	movie	tall tale	tall tale	0	1995	\n	98	adventure|children
tt0111400	movie	terminal velocity	terminal velocity	0	1994	\n	102	action
tt0111418	movie	threesome	threesome	0	1994	\n	89	comedy|romance
tt0111419	movie	thumbelina	thumbelina	0	1994	\n	86	animation|children
tt0111424	movie	the day the sun turned cold	tian guo ni zi	0	1994	\n	99	drama
tt0111430	movie	tigrero: a film that was never made	tigrero: a film that was never made	0	1994	\n	75	documentary|drama
tt0111438	movie	timecop	timecop	0	1994	\n	99	action|sci-fi
tt0111454	movie	tom & viv	tom & viv	0	1994	\n	125	drama
tt0111488	movie	trial by jury	trial by jury	0	1994	\n	107	thriller
tt0111495	movie	three colors: red	trois couleurs: rouge	0	1994	\n	99	drama
tt0111503	movie	true lies	true lies	0	1994	\n	141	action|adventure|comedy|romance
tt0111507	movie	three colors: white	trois couleurs: blanc	0	1994	\n	91	drama
tt0111543	movie	little indian, big city	un indien dans la ville	0	1994	\n	90	comedy
tt0111546	movie	an unforgettable summer	un été inoubliable	0	1994	\n	82	drama
tt0111579	movie	burnt by the sun	utomlennye solntsem	0	1994	\n	135	drama
tt0111590	movie	vanya on 42nd street	vanya on 42nd street	0	1994	\n	119	drama
tt0111613	movie	das versprechen	das versprechen	0	1995	\n	115	romance
tt0111622	movie	the sex life of the belgians	la vie sexuelle des belges 1950-1978	0	1994	\n	85	comedy
tt0111667	movie	the war	the war	0	1994	\n	126	adventure|drama
tt0111686	movie	new nightmare	new nightmare	0	1994	\n	112	horror
tt0111689	movie	what happened was...	what happened was...	0	1994	\n	91	comedy|drama|romance
tt0111693	movie	when a man loves a woman	when a man loves a woman	0	1994	\n	126	drama
tt0111709	tvepisode	wide-eyed and legless	wide-eyed and legless	0	1993	\n	90	drama
tt0111712	movie	widows' peak	widows' peak	0	1994	\n	101	drama
tt0111732	movie	with honors	with honors	0	1994	\n	103	comedy|drama
tt0111742	movie	wolf	wolf	0	1994	\n	125	drama|horror
tt0111752	movie	wu kui	wu kui	0	1994	\n	113	drama
tt0111756	movie	wyatt earp	wyatt earp	0	1994	\n	191	western
tt0111787	movie	yankee zulu	yankee zulu	0	1993	\n	100	comedy|drama
tt0111797	movie	eat drink man woman	yin shi nan nu	0	1994	\n	124	comedy|drama
tt0111804	movie	martin lawrence: you so crazy	martin lawrence: you so crazy	0	1994	\n	84	comedy
tt0112257	movie	301/302	301, 302	0	1995	\n	100	mystery
tt0112281	movie	ace ventura: when nature calls	ace ventura: when nature calls	0	1995	\n	90	comedy
tt0112286	movie	across the sea of time	across the sea of time	0	1995	\n	51	documentary
tt0112288	movie	the addiction	the addiction	0	1995	\n	82	horror
tt0112302	movie	tom and huck	tom and huck	0	1995	\n	97	adventure|children
tt0112318	movie	alien escape	alien escape	0	1997	\n	85	horror|sci-fi
tt0112342	movie	the amazing panda adventure	the amazing panda adventure	0	1995	\n	84	adventure|children
tt0112346	movie	the american president	the american president	0	1995	\n	114	comedy|drama|romance
tt0112362	movie	angel baby	angel baby	0	1995	\n	105	drama
tt0112364	movie	angela	angela	0	1995	\n	99	drama
tt0112365	movie	angels and insects	angels and insects	0	1995	\n	116	drama|romance
tt0112368	movie	angus	angus	0	1995	\n	90	comedy
tt0112373	movie	anne frank remembered	anne frank remembered	0	1995	\n	117	documentary
tt0112379	movie	antonia's line	antonia	0	1995	\n	102	drama
tt0112384	movie	apollo 13	apollo 13	0	1995	\n	140	drama
tt0112401	movie	assassins	assassins	0	1995	\n	132	thriller
tt0112427	movie	an awfully big adventure	an awfully big adventure	0	1995	\n	112	drama
tt0112431	movie	babe	babe	0	1995	\n	91	children|comedy|drama
tt0112435	movie	the baby-sitters club	the baby-sitters club	0	1995	\n	94	children
tt0112438	movie	the babysitter	the babysitter	0	1995	\n	90	drama|thriller
tt0112442	movie	bad boys	bad boys	0	1995	\n	119	action
tt0112443	movie	bad company	bad company	0	1995	\n	108	action
tt0112445	movie	the white balloon	badkonake sefid	0	1995	\n	85	drama
tt0112453	movie	balto	balto	0	1995	\n	78	animation|children
tt0112461	movie	the basketball diaries	the basketball diaries	0	1995	\n	102	drama
tt0112462	movie	batman forever	batman forever	0	1995	\n	121	action|adventure|comedy|crime
tt0112471	movie	before sunrise	before sunrise	0	1995	\n	101	drama|romance
tt0112483	movie	best of the best 3: no turning back	best of the best 3: no turning back	0	1995	\n	90	action
tt0112495	movie	beyond rangoon	beyond rangoon	0	1995	\n	100	drama|war
tt0112499	movie	the big green	the big green	0	1995	\n	100	children|comedy
tt0112508	movie	billy madison	billy madison	0	1995	\n	89	comedy
tt0112509	movie	billy's holiday	billy's holiday	0	1995	\n	92	drama
tt0112536	movie	bloodsport 2	bloodsport 2	0	1996	\n	90	action
tt0112537	movie	blue juice	blue juice	0	1995	\n	90	comedy|drama
tt0112541	movie	blue in the face	blue in the face	0	1995	\n	83	comedy
tt0112546	movie	mouth to mouth	boca a boca	0	1995	\n	106	comedy
tt0112556	movie	happiness is in the field	le bonheur est dans le pré	0	1995	\n	106	comedy
tt0112568	movie	a boy called hate	a boy called hate	0	1995	\n	97	drama
tt0112570	movie	boys life: three stories of love, lust, and liberation	boys life: three stories of love, lust, and liberation	0	1994	\n	91	drama
tt0112571	movie	boys on the side	boys on the side	0	1995	\n	115	comedy|drama
tt0112572	movie	the brady bunch movie	the brady bunch movie	0	1995	\n	90	comedy
tt0112573	movie	braveheart	braveheart	0	1995	\n	178	action|drama|war
tt0112579	movie	the bridges of madison county	the bridges of madison county	0	1995	\n	135	drama|romance
tt0112585	movie	the brothers mcmullen	the brothers mcmullen	0	1995	\n	98	comedy
tt0112586	movie	brothers in trouble	brothers in trouble	0	1995	\n	102	drama
tt0112602	movie	bushwhacked	bushwhacked	0	1995	\n	90	comedy
tt0112604	movie	butterfly kiss	butterfly kiss	0	1995	\n	88	thriller
tt0112606	movie	bye bye love	bye bye love	0	1995	\n	106	comedy
tt0112607	movie	bye-bye	bye-bye	0	1995	\n	105	drama
tt0112619	movie	midaq alley	el callejón de los milagros	0	1995	\n	140	drama
tt0112625	movie	candyman: farewell to the flesh	candyman: farewell to the flesh	0	1995	\n	93	horror
tt0112634	movie	carnosaur 2	carnosaur 2	0	1995	\n	83	horror|sci-fi
tt0112637	movie	carrington	carrington	0	1995	\n	121	drama|romance
tt0112641	movie	casino	casino	0	1995	\n	178	drama|thriller
tt0112642	movie	casper	casper	0	1995	\n	100	adventure|children
tt0112643	video	castle freak	castle freak	0	1995	\n	90	horror
tt0112646	movie	catwalk	catwalk	0	1995	\n	95	documentary
tt0112651	movie	the celluloid closet	the celluloid closet	0	1995	\n	102	documentary
tt0112679	movie	circle of friends	circle of friends	0	1995	\n	103	drama|romance
tt0112682	movie	the city of lost children	la cité des enfants perdus	0	1995	\n	112	adventure|sci-fi
tt0112688	movie	clockers	clockers	0	1995	\n	128	drama
tt0112691	short	a close shave	a close shave	0	1995	\n	30	animation|comedy|thriller
tt0112697	movie	clueless	clueless	0	1995	\n	97	comedy|romance
tt0112701	tvmovie	cold comfort farm	cold comfort farm	0	1995	\n	105	comedy
tt0112702	movie	coldblooded	coldblooded	0	1995	\n	92	action
tt0112712	movie	condition red	condition red	0	1995	\n	83	action|drama|thriller
tt0112714	movie	the confessional	le confessionnal	0	1995	\n	100	drama|mystery
tt0112715	movie	congo	congo	0	1995	\n	109	action|adventure|mystery|sci-fi
tt0112716	movie	the convent	o convento	0	1995	\n	91	drama
tt0112722	movie	copycat	copycat	0	1995	\n	123	crime|drama|thriller
tt0112740	movie	crimson tide	crimson tide	0	1995	\n	116	drama|thriller|war
tt0112744	movie	the crossing guard	the crossing guard	0	1995	\n	111	drama
tt0112746	movie	the crude oasis	the crude oasis	0	1995	\n	81	romance
tt0112749	movie	cry, the beloved country	cry, the beloved country	0	1995	\n	106	drama
tt0112757	movie	the cure	the cure	0	1995	\n	97	drama
tt0112759	movie	curtis's charm	curtis's charm	0	1995	\n	74	comedy|drama
tt0112760	movie	cutthroat island	cutthroat island	0	1995	\n	124	action|adventure|romance
tt0112767	movie	cyclo	xích lô	0	1995	\n	123	crime|drama
tt0112769	movie	la cérémonie	la cérémonie	0	1995	\n	112	drama
tt0112777	movie	dadetown	dadetown	0	1995	\n	93	documentary
tt0112792	movie	dangerous minds	dangerous minds	0	1995	\n	99	drama
tt0112817	movie	dead man	dead man	0	1995	\n	121	western
tt0112818	movie	dead man walking	dead man walking	0	1995	\n	122	drama
tt0112819	movie	dead presidents	dead presidents	0	1995	\n	119	action|crime|drama
tt0112844	movie	denise calls up	denise calls up	0	1995	\n	80	comedy
tt0112849	movie	desert winds	desert winds	0	1994	\n	97	drama
tt0112851	movie	desperado	desperado	0	1995	\n	104	action|romance|thriller
tt0112854	movie	destiny turns on the radio	destiny turns on the radio	0	1995	\n	102	comedy
tt0112857	movie	devil in a blue dress	devil in a blue dress	0	1995	\n	102	crime|film-noir|mystery|thriller
tt0112864	movie	die hard with a vengeance	die hard with a vengeance	0	1995	\n	128	action|thriller
tt0112865	movie	diebinnen	diebinnen	0	1996	\n	93	drama
tt0112883	movie	don juan demarco	don juan demarco	0	1994	\n	97	comedy|drama|romance
tt0112887	movie	the doom generation	the doom generation	0	1995	\n	83	comedy|drama
tt0112889	movie	dos crímenes	dos crímenes	0	1994	\n	108	comedy|crime|drama
tt0112896	movie	dracula: dead and loving it	dracula: dead and loving it	0	1995	\n	88	comedy|horror
tt0112899	video	dream man	dream man	0	1995	\n	94	thriller
tt0112907	movie	drunks	drunks	0	1995	\n	90	drama
tt0112913	movie	fallen angels	do lok tin si	0	1995	\n	99	drama
tt0112922	movie	the day of the beast	el día de la bestia	0	1995	\n	103	comedy|horror|thriller
tt0112950	movie	empire records	empire records	0	1995	\n	90	comedy|drama
tt0112951	movie	en avoir (ou pas)	en avoir (ou pas)	0	1995	\n	89	drama
tt0112966	movie	the englishman who went up a hill but came down a mountain	the englishman who went up a hill but came down a mountain	0	1995	\n	99	comedy|romance
tt0113010	movie	fair game	fair game	0	1995	\n	91	action
tt0113014	movie	fall time	fall time	0	1995	\n	88	drama
tt0113028	movie	far from home: the adventures of yellow dog	far from home: the adventures of yellow dog	0	1995	\n	81	adventure|children
tt0113031	movie	farmer & chase	farmer & chase	0	1997	\n	97	comedy
tt0113041	movie	father of the bride part ii	father of the bride part ii	0	1995	\n	106	comedy
tt0113043	movie	the fear	the fear	0	1995	\n	98	horror
tt0113044	movie	feast of july	feast of july	0	1995	\n	116	drama
tt0113057	movie	a single girl	la fille seule	0	1995	\n	90	drama
tt0113071	movie	first knight	first knight	0	1995	\n	134	action|adventure|drama|romance
tt0113080	movie	flirt	flirt	0	1995	\n	85	drama
tt0113083	movie	the flower of my secret	la flor de mi secreto	0	1995	\n	103	drama
tt0113089	movie	fluke	fluke	0	1995	\n	96	children|drama
tt0113097	movie	forget paris	forget paris	0	1995	\n	101	comedy|romance
tt0113101	movie	four rooms	four rooms	0	1995	\n	98	thriller
tt0113104	movie	frank and ollie	frank and ollie	0	1995	\n	89	documentary
tt0113107	movie	frankie starlight	frankie starlight	0	1995	\n	101	drama|romance
tt0113114	movie	free willy 2: the adventure home	free willy 2: the adventure home	0	1995	\n	95	adventure|children|drama
tt0113117	movie	french kiss	french kiss	0	1995	\n	111	comedy|romance
tt0113118	movie	friday	friday	0	1995	\n	91	comedy
tt0113122	movie	frisk	frisk	0	1995	\n	88	drama
tt0113125	movie	from the journals of jean seberg	from the journals of jean seberg	0	1995	\n	97	documentary
tt0113133	movie	funny bones	funny bones	0	1995	\n	128	comedy
tt0113145	movie	le garçu	le garçu	0	1995	\n	102	drama
tt0113147	tvepisode	the gate of heavenly peace	the gate of heavenly peace	0	1995	\n	180	documentary
tt0113149	movie	french twist	gazon maudit	0	1995	\n	104	comedy|romance
tt0113158	movie	georgia	georgia	0	1995	\n	115	drama
tt0113161	movie	get shorty	get shorty	0	1995	\n	105	action|comedy|drama
tt0113173	movie	girl in the cadillac	girl in the cadillac	0	1995	\n	89	drama
tt0113184	movie	go now	go now	0	1995	\n	81	drama
tt0113188	movie	gold diggers: the secret of bear mountain	gold diggers: the secret of bear mountain	0	1995	\n	94	adventure|children
tt0113189	movie	goldeneye	goldeneye	0	1995	\n	130	action|adventure|thriller
tt0113198	movie	a goofy movie	a goofy movie	0	1995	\n	78	animation|children|comedy|romance
tt0113199	movie	gordy	gordy	0	1995	\n	90	comedy
tt0113200	movie	gospa	gospa	0	1995	\n	125	drama
tt0113211	movie	the grass harp	the grass harp	0	1995	\n	107	drama
tt0113212	short	grateful dead	grateful dead	0	1995	\n	10	documentary
tt0113228	movie	grumpier old men	grumpier old men	0	1995	\n	101	comedy|romance
tt0113234	movie	gumby: the movie	gumby 1	0	1995	\n	90	animation|children
tt0113243	movie	hackers	hackers	0	1995	\n	107	action|crime|thriller
tt0113247	movie	la haine	la haine	0	1995	\n	98	drama
tt0113253	movie	halloween: the curse of michael myers	halloween: the curse of michael myers	0	1995	\n	87	horror|thriller
tt0113270	movie	the haunted world of edward d. wood jr.	the haunted world of edward d. wood jr.	0	1995	\n	89	documentary
tt0113276	movie	headless body in topless bar	headless body in topless bar	0	1995	\n	110	comedy
tt0113277	movie	heat	heat	0	1995	\n	170	action|crime|thriller
tt0113280	movie	heavy	heavy	0	1995	\n	105	drama|romance
tt0113283	tvmovie	heidi fleiss: hollywood madam	heidi fleiss: hollywood madam	0	1995	\n	106	documentary
tt0113303	movie	hideaway	hideaway	0	1995	\n	106	thriller
tt0113305	movie	higher learning	higher learning	0	1995	\n	127	drama
tt0113314	movie	hollow reed	hollow reed	0	1996	\n	104	drama
tt0113319	movie	homage	homage	0	1995	\n	97	drama
tt0113321	movie	home for the holidays	home for the holidays	0	1995	\n	103	drama
tt0113326	movie	rumble in the bronx	hung fan kui	0	1995	\n	104	action|adventure|crime
tt0113328	movie	hoogste tijd	hoogste tijd	0	1995	\n	98	drama
tt0113347	movie	how to make an american quilt	how to make an american quilt	0	1995	\n	117	drama|romance
tt0113360	movie	the hunted	the hunted	0	1995	\n	110	action
tt0113362	movie	the horseman on the roof	le hussard sur le toit	0	1995	\n	135	drama
tt0113369	movie	i shot a man in vegas	i shot a man in vegas	0	1995	\n	86	comedy
tt0113403	movie	a midwinter's tale	in the bleak midwinter	0	1995	\n	99	comedy
tt0113409	movie	in the mouth of madness	in the mouth of madness	0	1994	\n	95	horror|thriller
tt0113416	movie	the incredibly true adventure of two girls in love	the incredibly true adventure of two girls in love	0	1995	\n	94	comedy|romance
tt0113419	movie	the indian in the cupboard	the indian in the cupboard	0	1995	\n	96	adventure|children|fantasy
tt0113425	movie	the innocent sleep	the innocent sleep	0	1996	\n	110	crime
tt0113429	movie	institute benjamenta, or this dream that one calls human life	institute benjamenta, or this dream people call human life	0	1995	\n	105	drama
tt0113438	movie	iron eagle iv	iron eagle iv	0	1995	\n	96	action|war
tt0113442	movie	it takes two	it takes two	0	1995	\n	101	comedy
